Id,Nombre,Apellido,Municipio,Departamento,Fuente,Enlace,Nombre enlace,Periodo
0,Nayib Armando ,Bukele Ortez,San Salvador,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
1,José Tomás, Minero Domínguez,Ciudad Delgado,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
2,José ,Simón Paz,Mejicanos,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
3,José Miguel ,Arévalo Rivera,Soyapango,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
4,Jaime Alberto, Recinos Crespín,Cuscatancingo,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
5,Fidel Ernesto ,Fuentes Calderón,San Marcos,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
6,Salvador Alfredo, Ruano Recínos,Ilopango,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
7,Sergio Vladimir ,Quijada Cortez,Nejapa,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
8,José  Santiago ,Zelaya,Apopa,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
9,Víctor  Manuel ,Rivera Reyes,San Martín,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
10,Mario ,Melendez Portillo,Panchimalco,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
11,Luis Alberto ,Girón Figueroa,Aguilares,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
12,Roberto Edgardo ,Herrera Díaz Canjura,Tonacatepeque,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
13,Efraín Alfonso ,Cañas Colorado,Santo Tomás,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
14,Alberto ,Estupinían Ramírez,Santiago Texacuangos,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
15,José  Héctor, Lara Zamora,El Paisnal,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
16,José  Armando ,Barrera Rivera,Guazapa,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
17,Rafael Alejandro ,Nóchez Solano,Ayutuxtepeque,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
18,Galileo ,Arquímedes Pérez,Rosario de Mora,San Salvador,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
19,Mario David, Moreira Cruz,Santa Ana,Santa Ana,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
20,Cèsar  Cándido,Hernández,Chalchuapa,Santa Ana,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
21,Juan ,Umaña Samayoa,Metapán,Santa Ana,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
22,Jorge Alberto,Rivas,Coatepeque,Santa Ana,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
23,Marlene,Orquídea Hernández de Estrada,El Congo,Santa Ana,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
24,José Armando,Portillo Portillo,Texistepeque,Santa Ana,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
25,Janet,Rivera,Candelaria la Frontera,Santa Ana,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
26,Ana Mercedes ,Aguilar de Ochoa,San Sebastián Salitrillo,Santa Ana,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
27,Hugo Besael ,Flores Magaña,Santa Rosa Guachipilín,Santa Ana,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
28,José Antonio ,Martínez Barrera,Santiago de la Frontera,Santa Ana,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
29,Jorge Sigfredo, Ramos Macal,El Porvenir,Santa Ana,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
30,Menando Nahum ,Mendoza Rosales,Masahuat,Santa Ana,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
31,Silvia Liceth ,Chavarria,San Antonio Pajonal,Santa Ana,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
32,Miguel Àngel ,Pereira Ayala,San Miguel,San Miguel,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
33,Roger ,Merlos,Chinameca,San Miguel,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
34,Roel Werner,Martínez Romero,El Tránsito,San Miguel,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
35,Heris Neftalí Romero Carballo,Ciudad Barrios,San Miguel,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
36,Manuel Antonio,Vásquez Blanco,Chirilagua,San Miguel,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
37,René Alexander,Portillo,Sesori,San Miguel,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
38,José Reynaldo,Villegas Iglecias,San Rafael Oriente,San Miguel,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
39,Sergio Antonio,Solórzano Santos,Moncagua,San Miguel,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
40,Colombo ,Carballo Vargas,Lolotique,San Migue,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
41,Melvin Antonio,Nativí Ulloa,San Jorge,San Migue,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
42,Carlos Ernesto,Méndez Luna,Chapeltique,San Migue,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
43,Justo Germán,Díaz Padilla,San Gerardo,San Migue,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
44,José Armando ,Hernández Chicas,Carolina,San Migue,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
45,Marvin Reynaldo,Bernal Silva,Quelepa,San Migue,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
46,José Fermín Sorto,Requeno,San Luis de La Reina,San Migue,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
47,Marquiovic,Villegas C.,Nuevo Edén de San Juan,San Miguel,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
48,Ever Salvador,Brizuela Aparicio,Nueva Guadalupe,San Miguel,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
49,Berta Marina,Flores de Reyes,Uluazapa,San Miguel,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
50,Enris Antonio,Arias,Comacarán,San Miguel,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
51,Francisco José, García Guevara,San Antonio del Mosco,San Miguel,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
52,Roberto José, D'Aubuisson Munguía,Santa Tecla,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
53,Elio Valdemar, Lemus Osorio,Quezaltepeque,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
54,José Alfredo, Contreras Escalón,Ciudad Arce,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
55,Ramon Antonio, Trigueros Alvarado,San Juan Opico,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
56,Guillermo, González Huezo,Colón,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
57,Miguel Angel, Jimènez Aguilera,Puerto de La Libertad,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
58,Milagro Navas, Herrera,Antiguo Cuscatlán,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
59,José Ricardo, Reyes Rosales,Comasagua,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
60,Mario Alberto, Castillo Villanueva,San Pablo Tacachico,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
61,Pánfilo Santos, Mancía Velásquez,Jayaque,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
62,Marina Elizabeth, Avilés Dueñas,Huizucar,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
63,Ana Janet,González Sermeño,Tepecoyo,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
64,Alfonso, Arévalo Guillén,Teotepeque,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
65,Jorge Luis, Díaz Morales,Chiltiupán,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
66,Irma Michelle, Martha Ninette Sol de Castro,Nuevo Cuscatlán,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
67,Ruth Aida, Beltrán,Tamanique,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
68,Pedro Leopoldo, Montoya,Sacacoyo,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
69,Pedro Alfonso, Durán Ruano,San José Villa Nueva,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
70,Carlos Javier, Guevara Turcios,Zaragoza,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
71,Juan Antonio, Fuentes Escobar,Talnique,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
72,Virgilio, Martínez Barillas,San Matías,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
73,José Salvador,Menjivar Miranda,Jicalapa,La Libertad,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
74,Miguel Ángel, Jaime Rivas,Usulután,Usulután,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
75,David Barahona, Marroquín,Jiquilisco,Usulután,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
76,Jesús Antonio, Cortez Mendoza,Berlín,Usulután,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
77,Roberto Edmundo, González Lara,Santiago de María,Usulután,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
78,Juan Antonio, Chevez Castillo,Jucuapa,Usulután,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
79,Oscar Humberto, Gómez,Santa Elena,Usulután,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
80,José  Boanerge, Carranza Coreas,Jucuarán,Usulután,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
81,Carlos Alberto, Gómez Estrada,San Agustín,Usulután,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
82,José Alexander, Batres Paniagua,Ozatlán,Usulután,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
83,José Efraín, Guzmán Torres,Estanzuelas,Usulután,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
84,Juan José,Romero Coreas,Mercedes Umaña,Usulután,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
85,René Saul,Sánchez Funes,Alegría,Usulután,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
86,Walter Antonio,Aparicio Henriquez,Concepción Batres,Usulután,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
