Id,Nombre,Apellido,Municipio,Departamento,Fuente,Enlace,Nombre enlace,Periodo
174,Baltazar Elías,Galdámez Díaz,La Laguna,Chalatenango,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
175,Antonio,Serrano Serrano,San Isidro Labrador,Chalatenango,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
176,Lucio Edwin,Ayala Flores,San Antonio de La Cruz,Chalatenango,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
177,Emilio,Ortiz Carvajal,El Paraíso,Chalatenango,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
178,Milton,Guadalupe Serrano Ramírez,San Miguel de Mercedes,Chalatenango,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
179,William Sigfredo,Guerra Moreno,San Luis del Carmen,Chalatenango,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
180,Velis Ismael,Peña,San José  Cancasque,Chalatenango,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
181,Miguel,Serrano Ayala,San Antonio Los Ranchos,Chalatenango,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
182,Tulio Ernesto,Casco Robles,El Carrizal,Chalatenango,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
183,Carlos José,Alvarez Rivera,San Fernando,Chalatenango,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
184,Pablo Antonio,Martínez Molina,Azacualpa,Chalatenango,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
185,Carlos Arturo,Valdés Ochoa,San Francisco Lempa,Chalatenango,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
186,Rosa Guadalupe,Serrano de Martínez,Cojutepeque,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
187,Pedrina Rivera,Hernández,Suchitoto,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
188,Lazaro Antonio,Flores Paredes,San Pedro Perulapán,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
189,Mauricio Arturo,Vilanova Vaquero,San José  Guayabal,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
190,Juan Alberto,Flores Fuentes,Tenancingo,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
191,René Molina,Cornejo,San Rafael Cedros,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
192,José Adalberto,Perdomo Beltrán,Candelaria,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
193,Leticia de Jesús,Hernández Sánchez,El Carmen,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
194,Rhina,Campos Hernández,Monte San Juan,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
195,Pedro Antonio,Vásquez Perez,San Cristóbal,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
196,Andrés Santos,Valle,Santa Cruz Michapa,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
197,Cristian Marvin,Sermeño Arias,San Bartolomé Perulapía,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
198,Fredy Alexander,Alvarado,San Ramón,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
199,Odilio de Jesús,Portillo Ramírez,El Rosario,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
200,José Baltazar,Ramos Castro,Oratorio de Concepción,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
201,Luis Napoleón,Servellón Vanegas,Santa Cruz Analquito,Cuscatlán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
202,Abilio,Flores Vásquez,Ahuachapán,Ahuachapán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
203,Ana Luisa,Rodríguez de González,Atiquizaya,Ahuachapán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
204,José Narciso,Ramírez Ventura,San Francisco Menéndez,Ahuachapán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
205,Joel Ernesto,Ramírez Acosta,Tacuba,Ahuachapán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
206,Oscar Oliverio,Gómez Duarte,Concepción de Ataco,Ahuachapán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
207,Víctor Manuel,Martínez Jiménez,Jujutla,Ahuachapán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
208,Domingo Mendoza,Castaneda,Guaymango,Ahuachapán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
209,Osmín Antonio,Guzmán Escobar,Apaneca,Ahuachapán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
210,Carlos Armando,Joma Cabrera,San Pedro Puxtla,Ahuachapán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
211,Walter Fernando,Ortíz Chinchilla,San Lorenzo,Ahuachapán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
212,Nury Yolanda,Cristales de Arévalo,Turín,Ahuachapán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
213,Wilfredo,Barrientos Posada,El Refugio,Ahuachapán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
214,Belisa,Lourdes Jovel,San Francisco Gotera,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
215,Arturo,Perla Ferrufino,Jocoro,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
216,Gilberto Antonio,Sorto Castro,Corinto,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
217,César Omar,Saravia Iglesias,Sociedad,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
218,José Pablo,Amaya González,Cacaopera,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
219,Lucio,Velis Canales,Guatajiagüa,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
220,Angel Rubén,Benítez Andrade,El Divisadero,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
221,José Juan,Sánchez Luna,Jocoaitique,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
222,Josué Edilberto,Villelas Hernández,Osicala,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
223,Victoriano,Márquez Cruz,Chilanga,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
224,José Bladimir,Barahona Hernández,Meanguera,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
225,Héctor,Ventura Rodríguez,Torola,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
226,Luciano,Fuentes Díaz,San Simón,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
227,Rogelio Arturo,Argueta Sorto,Delicias de Concepción,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
228,José Osmín,Ramos Bonilla,Joateca,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
229,Mariano,Blanco Díaz,Arambala,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
230,José Alfredo,Fuentes Pacheco,Lolotiquillo,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
231,Francisco Andrés,Adonay Gómez Hdez.,Yamabal,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
232,Fidel Alcides,Arriaza,Yoloaiquín,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
233,Carlos Rodolfo,Álvarez Díaz,San Carlos,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
234,Loida Celina,Claros de Urbina,El Rosario,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
235,Imelda Maribel,Rodríguez Sorto,Perquín,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
236,Oscar Elvidio,Vásquez Fuentes,Sensembra,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
237,Carlos Antonio, Díaz y Díaz,Gualococti,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
238,Elmer Efraín, Ramos Canizales,San Fernando,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
239,José Julio, Franco Guevara,San Isidro,Morazán,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
240,Medardo,Hernández Lara,San Vicente,San Vicente,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
241,Alfredo,Hernández Hernández,Tecoluca,San Vicente,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
242,Trinidad Josefina,Rivas de González,San Sebastián,San Vicente,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
243,Galileo,Hernández Alvarado,Apastepeque,San Vicente,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
244,Marcial Antonio Bolaños Rivas,San Esteban Catarina,San Vicente,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
245,Carlos Alfonso,Rodríguez,San Ildefonso,San Vicente,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
246,Oscar Raúl,Cortez López,Santa Clara,San Vicente,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
247,Fidencio Adilio,Guzmán Acevedo,San Lorenzo,San Vicente,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
248,Joséntonio,Hernández Rodríguez,Verapaz,San Vicente,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
249,Roberto Carlos,Renderos Pineda,Guadalupe,San Vicente,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
250,Dora del Carmen,García,Santo Domingo,San Vicente,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
251,Raúl Juventino,Mejía Hernández,San Cayetano Istepeque,San Vicente,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
252,Wilian Lorenzo,Portillo Alfaro,Nuevo Tepetitán,San Vicente,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
253,Jesús Edgar,Bonilla Navarrete,Sensuntepeque,Cabañas,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
254,José María,Dimas Castellanos Hernández,Ilobasco,Cabañas,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
255,Juan Antonio,Ramos Barrera,Victoria,Cabañas,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
256,José Ignacio,Bautista Chávez,San Isidro,Cabañas,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
257,Adrian Castellanos,Peña,Jutiapa,Cabañas,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
258,Roberto Denis,Castellanos Marenco,Tejutepeque,Cabañas,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
259,Oscar Osmín,Ruiz Padilla,Dolores,Cabañas,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
260,Pantaleón Carmelo,Noyola Rivera,Cinquera,Cabañas,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
261,Carlos Alberto,Zavala Vásquez,Guacotecti,Cabañas,Sitio Web Corporación de Municipalidades de la República de El Salvador: ,http://www.comures.org.sv/html/agremiados/listado_2018.html,Municipalidades Agremiadas 2015 - 2018,Periodo 2015-2018
